question,query
Get all rows from products where stock is greater than the average.,SELECT * FROM products WHERE stock > (SELECT AVG(stock) FROM products);
Show all location values from the departments table.,SELECT location FROM departments;
Show all id values from the products table.,SELECT id FROM products;
Get the email from customers along with matching department_id from employees.,"SELECT customers.email, employees.department_id FROM customers JOIN employees ON customers.id = employees.id;"
Show all name values from the departments table.,SELECT name FROM departments;
Show all name values from the departments table.,SELECT name FROM departments;
Show all amount values from the payments table.,SELECT amount FROM payments;
Show all title values from the courses table.,SELECT title FROM courses;
Show all price values from the products table.,SELECT price FROM products;
Show all title values from the courses table.,SELECT title FROM courses;
Show all title values from the courses table.,SELECT title FROM courses;
Get the department from courses along with matching email from customers.,"SELECT courses.department, customers.email FROM courses JOIN customers ON courses.id = customers.id;"
Get the hire_date from employees along with matching id from departments.,"SELECT employees.hire_date, departments.id FROM employees JOIN departments ON employees.id = departments.id;"
Get all rows from students where enrollment_date is greater than the average.,SELECT * FROM students WHERE enrollment_date > (SELECT AVG(enrollment_date) FROM students);
Get all rows from payments where payment_date is greater than the average.,SELECT * FROM payments WHERE payment_date > (SELECT AVG(payment_date) FROM payments);
Get the location from departments along with matching student_id from grades.,"SELECT departments.location, grades.student_id FROM departments JOIN grades ON departments.id = grades.id;"
Show all enrollment_date values from the students table.,SELECT enrollment_date FROM students;
Show all id values from the orders table.,SELECT id FROM orders;
Get all rows from grades where grade is greater than the average.,SELECT * FROM grades WHERE grade > (SELECT AVG(grade) FROM grades);
Get the student_id from grades along with matching category from products.,"SELECT grades.student_id, products.category FROM grades JOIN products ON grades.id = products.id;"
Show all email values from the customers table.,SELECT email FROM customers;
Show all student_id values from the grades table.,SELECT student_id FROM grades;
Show all name values from the departments table.,SELECT name FROM departments;
Show all location values from the departments table.,SELECT location FROM departments;
Get all rows from grades where grade is greater than the average.,SELECT * FROM grades WHERE grade > (SELECT AVG(grade) FROM grades);
Get the location from departments along with matching total_amount from orders.,"SELECT departments.location, orders.total_amount FROM departments JOIN orders ON departments.id = orders.id;"
Get the order_date from orders along with matching department_id from employees.,"SELECT orders.order_date, employees.department_id FROM orders JOIN employees ON orders.id = employees.id;"
Show all name values from the employees table.,SELECT name FROM employees;
Show all price values from the products table.,SELECT price FROM products;
Show all name values from the customers table.,SELECT name FROM customers;
Show all id values from the courses table.,SELECT id FROM courses;
Show all student_id values from the grades table.,SELECT student_id FROM grades;
